start_station_name,end_station_name,member_casual,avgTemp,season,date,day_name,time_period,rideable_type,daily_rides,trip_duration
Bergen Ave & Sip Ave,Glenwood Ave,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,209.0
Madison St & 1 St,Clinton St & 7 St,casual,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,245.0
Marin Light Rail,York St & Marin Blvd,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,352.0
Van Vorst Park,York St & Marin Blvd,member,5.3,winter,2022-12-09,Friday,Afternoon,electric_bike,2322,1232.0
Columbus Park - Clinton St & 9 St,14 St Ferry - 14 St & Shipyard Ln,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,231.0
Clinton St & 7 St,Stevens - River Ter & 6 St,casual,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,251.0
Hoboken Ave at Monmouth St,Stevens - River Ter & 6 St,casual,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,668.0
Brunswick & 6th,Paulus Hook,casual,5.3,winter,2022-12-09,Friday,Afternoon,docked_bike,2322,922.0
Pershing Field,Newark Ave,casual,5.3,winter,2022-12-09,Friday,Morning,electric_bike,2322,447.0
Madison St & 1 St,Newark Ave,casual,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,540.0
Brunswick & 6th,Madison St & 1 St,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,356.0
Church Sq Park - 5 St & Park Ave,Adams St & 11 St,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,320.0
Clinton St & Newark St,Adams St & 11 St,casual,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,344.0
Hoboken Terminal - Hudson St & Hudson Pl,Southwest Park - Jackson St & Observer Hwy,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,257.0
Grove St PATH,Hamilton Park,member,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,282.0
Oakland Ave,Oakland Ave,casual,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,416.0
Hoboken Ave at Monmouth St,Oakland Ave,member,5.3,winter,2022-12-09,Friday,Evening,electric_bike,2322,337.0
Bergen Ave,Bergen Ave,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,2664.0
Newport PATH,Hoboken Ave at Monmouth St,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,578.0
Hoboken Terminal - River St & Hudson Pl,Hoboken Ave at Monmouth St,casual,5.3,winter,2022-12-09,Friday,Night,electric_bike,2322,505.0
Willow Ave & 12 St,Hudson St & 4 St,casual,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,492.0
Harborside,Columbus Dr at Exchange Pl,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,102.0
Mama Johnson Field - 4 St & Jackson St,Church Sq Park - 5 St & Park Ave,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,449.0
Madison St & 1 St,Hoboken Terminal - Hudson St & Hudson Pl,member,5.3,winter,2022-12-09,Friday,Morning,electric_bike,2322,291.0
Adams St & 2 St,Hoboken Terminal - Hudson St & Hudson Pl,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,332.0
Southwest Park - Jackson St & Observer Hwy,Hoboken Terminal - Hudson St & Hudson Pl,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,228.0
Hoboken Ave at Monmouth St,Hoboken Terminal - Hudson St & Hudson Pl,member,5.3,winter,2022-12-09,Friday,Evening,electric_bike,2322,327.0
14 St Ferry - 14 St & Shipyard Ln,Hoboken Terminal - Hudson St & Hudson Pl,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,447.0
Church Sq Park - 5 St & Park Ave,Hoboken Terminal - Hudson St & Hudson Pl,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,260.0
14 St Ferry - 14 St & Shipyard Ln,Clinton St & Newark St,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,813.0
City Hall,Jersey & 6th St,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,342.0
Willow Ave & 12 St,Mama Johnson Field - 4 St & Jackson St,casual,5.3,winter,2022-12-09,Friday,Evening,electric_bike,2322,347.0
Church Sq Park - 5 St & Park Ave,Mama Johnson Field - 4 St & Jackson St,member,5.3,winter,2022-12-09,Friday,Evening,electric_bike,2322,171.0
Marshall St & 2 St,Mama Johnson Field - 4 St & Jackson St,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,161.0
City Hall,Harborside,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,312.0
Columbus Dr at Exchange Pl,Harborside,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,120.0
Adams St & 2 St,Madison St & 10 St,member,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,314.0
Morris Canal,Paulus Hook,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,200.0
Harborside,Paulus Hook,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,118.0
Brunswick & 6th,Paulus Hook,casual,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,1138.0
Oakland Ave,Journal Square,casual,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,334.0
Bergen Ave,Journal Square,member,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,279.0
Fairmount Ave,Bergen Ave & Sip Ave,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,234.0
Fairmount Ave,Bergen Ave & Sip Ave,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,315.0
Leonard Gordon Park,Journal Square,casual,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,381.0
McGinley Square,Bergen Ave & Sip Ave,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,643.0
Hoboken Terminal - Hudson St & Hudson Pl,Grand St & 14 St,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,700.0
Adams St & 2 St,9 St HBLR - Jackson St & 8 St,member,5.3,winter,2022-12-09,Friday,Morning,electric_bike,2322,243.0
Hoboken Terminal - Hudson St & Hudson Pl,9 St HBLR - Jackson St & 8 St,casual,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,670.0
Clinton St & Newark St,Stevens - River Ter & 6 St,casual,5.3,winter,2022-12-09,Friday,Evening,electric_bike,2322,273.0
JC Medical Center,City Hall,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,153.0
Grand St,City Hall,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,204.0
Monmouth and 6th,City Hall,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,474.0
Grand St,Marin Light Rail,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,92.0
Newport Pkwy,Essex Light Rail,member,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,597.0
Hudson St & 4 St,12 St & Sinatra Dr N,casual,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,424.0
Hudson St & 4 St,Hoboken Terminal - River St & Hudson Pl,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,118.0
Monmouth and 6th,Hoboken Terminal - River St & Hudson Pl,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,488.0
Madison St & 10 St,Willow Ave & 12 St,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,227.0
Hudson St & 4 St,Willow Ave & 12 St,casual,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,474.0
Hoboken Ave at Monmouth St,8 St & Washington St,member,5.3,winter,2022-12-09,Friday,Afternoon,electric_bike,2322,643.0
Hudson St & 4 St,11 St & Washington St,casual,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,404.0
Newark Ave,Dixon Mills,member,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,159.0
Southwest Park - Jackson St & Observer Hwy,Hamilton Park,casual,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,347.0
Marin Light Rail,Grove St PATH,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,201.0
Lafayette Park,Grove St PATH,casual,5.3,winter,2022-12-09,Friday,Morning,electric_bike,2322,483.0
Hilltop,Hilltop,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,2142.0
Grand St,Grove St PATH,casual,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,266.0
Christ Hospital,Hilltop,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,245.0
Lafayette Park,Grove St PATH,casual,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,352.0
Fairmount Ave,Hilltop,member,5.3,winter,2022-12-09,Friday,Morning,electric_bike,2322,401.0
Brunswick & 6th,Grove St PATH,casual,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,233.0
Brunswick & 6th,Heights Elevator,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,646.0
Jersey & 3rd,Jersey & 3rd,member,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,6029.0
Jersey & 3rd,Jersey & 3rd,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,35.0
Bergen Ave,Jersey & 3rd,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,554.0
Newport PATH,City Hall - Washington St & 1 St,casual,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,1051.0
Journal Square,Riverview Park,casual,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,1138.0
11 St & Washington St,Hoboken Ave at Monmouth St,casual,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,774.0
Marin Light Rail,Communipaw & Berry Lane,casual,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,434.0
Hilltop,Communipaw & Berry Lane,member,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,609.0
Newport PATH,Montgomery St,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,1313.0
Grove St PATH,Montgomery St,casual,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,1015.0
Grand St,Montgomery St,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,271.0
Newport Pkwy,Grand St,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,482.0
Grove St PATH,Montgomery St,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,298.0
Liberty Light Rail,Columbus Dr at Exchange Pl,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,475.0
Hoboken Ave at Monmouth St,Newport PATH,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,386.0
Harborside,Newport PATH,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,276.0
Harborside,Newport PATH,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,478.0
Heights Elevator,Bloomfield St & 15 St,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,364.0
Grand St,Jersey & 6th St,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,335.0
Hoboken Terminal - River St & Hudson Pl,Church Sq Park - 5 St & Park Ave,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,281.0
Astor Place,Monmouth and 6th,casual,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,825.0
11 St & Washington St,4 St & Grand St,casual,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,370.0
Washington St,Monmouth and 6th,casual,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,454.0
Manila & 1st,Monmouth and 6th,casual,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,209.0
City Hall - Washington St & 1 St,Lafayette Park,casual,5.3,winter,2022-12-09,Friday,Night,electric_bike,2322,1189.0
8 St & Washington St,Hoboken Terminal - Hudson St & Hudson Pl,member,5.3,winter,2022-12-09,Friday,Morning,electric_bike,2322,219.0
11 St & Washington St,Hoboken Terminal - Hudson St & Hudson Pl,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,538.0
South Waterfront Walkway - Sinatra Dr & 1 St,Harborside,casual,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,505.0
Journal Square,Leonard Gordon Park,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,312.0
South Waterfront Walkway - Sinatra Dr & 1 St,12 St & Sinatra Dr N,casual,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,465.0
Columbus Drive,Liberty Light Rail,casual,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,423.0
Van Vorst Park,City Hall,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,129.0
City Hall,Liberty Light Rail,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,336.0
City Hall,City Hall,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,264.0
Grove St PATH,Liberty Light Rail,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,323.0
Van Vorst Park,City Hall,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,102.0
Riverview Park,Heights Elevator,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,167.0
Marin Light Rail,Newark Ave,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,356.0
Monmouth and 6th,Newark Ave,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,199.0
Newport Pkwy,Newark Ave,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,643.0
Montgomery St,Newark Ave,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,253.0
Newark Ave,Newark Ave,casual,5.3,winter,2022-12-09,Friday,Evening,electric_bike,2322,549.0
Riverview Park,Newark Ave,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,539.0
Grove St PATH,Marin Light Rail,member,5.3,winter,2022-12-09,Friday,Evening,electric_bike,2322,226.0
Grove St PATH,Marin Light Rail,member,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,162.0
South Waterfront Walkway - Sinatra Dr & 1 St,Columbus Park - Clinton St & 9 St,casual,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,316.0
Hudson St & 4 St,Columbus Park - Clinton St & 9 St,casual,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,714.0
Adams St & 2 St,City Hall - Washington St & 1 St,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,249.0
Pershing Field,Riverview Park,member,5.3,winter,2022-12-09,Friday,Morning,electric_bike,2322,253.0
12 St & Sinatra Dr N,Hoboken Terminal - River St & Hudson Pl,casual,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,570.0
Clinton St & Newark St,Hoboken Terminal - River St & Hudson Pl,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,226.0
8 St & Washington St,Hoboken Terminal - River St & Hudson Pl,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,206.0
Adams St & 11 St,Hoboken Terminal - River St & Hudson Pl,casual,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,953.0
Riverview Park,Hoboken Terminal - River St & Hudson Pl,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,491.0
Manila & 1st,Hoboken Terminal - River St & Hudson Pl,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,732.0
Hoboken Terminal - River St & Hudson Pl,Hudson St & 4 St,member,5.3,winter,2022-12-09,Friday,Afternoon,electric_bike,2322,142.0
Hoboken Terminal - River St & Hudson Pl,Hudson St & 4 St,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,106.0
Madison St & 1 St,South Waterfront Walkway - Sinatra Dr & 1 St,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,170.0
South Waterfront Walkway - Sinatra Dr & 1 St,South Waterfront Walkway - Sinatra Dr & 1 St,casual,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,18.0
Pershing Field,Pershing Field,member,5.3,winter,2022-12-09,Friday,Morning,electric_bike,2322,87.0
Bergen Ave & Sip Ave,Fairmount Ave,member,5.3,winter,2022-12-09,Friday,Evening,electric_bike,2322,241.0
Bloomfield St & 15 St,Warren St,casual,5.3,winter,2022-12-09,Friday,Afternoon,electric_bike,2322,913.0
Harborside,Newport Pkwy,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,458.0
Washington St,Warren St,casual,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,834.0
Columbus Drive,Warren St,member,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,78.0
8 St & Washington St,Marshall St & 2 St,casual,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,590.0
Hoboken Terminal - River St & Hudson Pl,Marshall St & 2 St,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,524.0
Columbus Park - Clinton St & 9 St,Adams St & 2 St,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,293.0
Hoboken Terminal - River St & Hudson Pl,Adams St & 2 St,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,260.0
12 St & Sinatra Dr N,7 St & Monroe St,casual,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,661.0
9 St HBLR - Jackson St & 8 St,7 St & Monroe St,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,53.0
11 St & Washington St,South Waterfront Walkway - Sinatra Dr & 1 St,casual,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,703.0
11 St & Washington St,South Waterfront Walkway - Sinatra Dr & 1 St,casual,5.3,winter,2022-12-09,Friday,Night,electric_bike,2322,734.0
8 St & Washington St,South Waterfront Walkway - Sinatra Dr & 1 St,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,258.0
Grove St PATH,Montgomery St,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,209.0
6 St & Grand St,City Hall - Washington St & 1 St,casual,5.3,winter,2022-12-09,Friday,Morning,electric_bike,2322,254.0
Hoboken Terminal - River St & Hudson Pl,Adams St & 11 St,casual,5.3,winter,2022-12-09,Friday,Night,electric_bike,2322,36424.0
City Hall - Washington St & 1 St,Madison St & 1 St,casual,5.3,winter,2022-12-09,Friday,Afternoon,electric_bike,2322,283.0
Madison St & 10 St,Madison St & 1 St,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,571.0
City Hall - Washington St & 1 St,Madison St & 1 St,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,155.0
11 St & Washington St,Clinton St & 7 St,casual,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,307.0
Hoboken Terminal - River St & Hudson Pl,Clinton St & 7 St,casual,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,325.0
Hoboken Terminal - River St & Hudson Pl,Bloomfield St & 15 St,member,5.3,winter,2022-12-09,Friday,Evening,electric_bike,2322,473.0
Hoboken Terminal - River St & Hudson Pl,Clinton St & 7 St,member,5.3,winter,2022-12-09,Friday,Evening,electric_bike,2322,339.0
Hoboken Terminal - River St & Hudson Pl,11 St & Washington St,member,5.3,winter,2022-12-09,Friday,Evening,electric_bike,2322,403.0
South Waterfront Walkway - Sinatra Dr & 1 St,11 St & Washington St,casual,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,484.0
Columbus Drive,Dixon Mills,member,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,253.0
Willow Ave & 12 St,8 St & Washington St,member,5.3,winter,2022-12-09,Friday,Morning,classic_bike,2322,492.0
Clinton St & Newark St,11 St & Washington St,member,5.3,winter,2022-12-09,Friday,Evening,classic_bike,2322,276.0
Hoboken Terminal - River St & Hudson Pl,11 St & Washington St,casual,5.3,winter,2022-12-09,Friday,Night,classic_bike,2322,684.0
Brunswick & 6th,Grove St PATH,member,5.3,winter,2022-12-09,Friday,Afternoon,electric_bike,2322,250.0
4 St & Grand St,Grove St PATH,member,5.3,winter,2022-12-09,Friday,Morning,electric_bike,2322,504.0
Manila & 1st,Grove St PATH,member,5.3,winter,2022-12-09,Friday,Afternoon,classic_bike,2322,98.0
Harborside,14 St Ferry - 14 St & Shipyard Ln,member,2.2,winter,2022-12-10,Saturday,Evening,classic_bike,1989,1713.0
Hilltop,Columbus Drive,casual,2.2,winter,2022-12-10,Saturday,Morning,classic_bike,1989,867.0
Willow Ave & 12 St,7 St & Monroe St,member,2.2,winter,2022-12-10,Saturday,Afternoon,classic_bike,1989,386.0
Madison St & 1 St,Hudson St & 4 St,casual,2.2,winter,2022-12-10,Saturday,Morning,classic_bike,1989,243.0
Hoboken Terminal - Hudson St & Hudson Pl,Brunswick & 6th,member,2.2,winter,2022-12-10,Saturday,Evening,classic_bike,1989,545.0
Journal Square,Oakland Ave,member,2.2,winter,2022-12-10,Saturday,Morning,classic_bike,1989,489.0
Hoboken Terminal - Hudson St & Hudson Pl,Hoboken Ave at Monmouth St,casual,2.2,winter,2022-12-10,Saturday,Evening,classic_bike,1989,660.0
Jersey & 3rd,Madison St & 10 St,member,2.2,winter,2022-12-10,Saturday,Afternoon,classic_bike,1989,797.0
Montgomery St,Montgomery St,member,2.2,winter,2022-12-10,Saturday,Evening,electric_bike,1989,300.0
Harborside,Bloomfield St & 15 St,member,2.2,winter,2022-12-10,Saturday,Afternoon,classic_bike,1989,2288.0
Hoboken Terminal - Hudson St & Hudson Pl,Madison St & 1 St,member,2.2,winter,2022-12-10,Saturday,Morning,classic_bike,1989,305.0
Willow Ave & 12 St,Madison St & 1 St,member,2.2,winter,2022-12-10,Saturday,Afternoon,classic_bike,1989,487.0
Madison St & 1 St,Madison St & 1 St,casual,2.2,winter,2022-12-10,Saturday,Evening,classic_bike,1989,422.0
Journal Square,Hilltop,member,2.2,winter,2022-12-10,Saturday,Morning,classic_bike,1989,200.0
Grove St PATH,Hamilton Park,member,2.2,winter,2022-12-10,Saturday,Afternoon,classic_bike,1989,493.0
12 St & Sinatra Dr N,6 St & Grand St,member,2.2,winter,2022-12-10,Saturday,Afternoon,classic_bike,1989,402.0
Oakland Ave,Hoboken Ave at Monmouth St,member,2.2,winter,2022-12-10,Saturday,Afternoon,electric_bike,1989,453.0
Hoboken Terminal - Hudson St & Hudson Pl,Hoboken Ave at Monmouth St,member,2.2,winter,2022-12-10,Saturday,Evening,classic_bike,1989,408.0
City Hall,Lafayette Park,member,2.2,winter,2022-12-10,Saturday,Evening,electric_bike,1989,340.0
Newark Ave,Monmouth and 6th,casual,2.2,winter,2022-12-10,Saturday,Night,classic_bike,1989,277.0
Madison St & 1 St,Hudson St & 4 St,casual,2.2,winter,2022-12-10,Saturday,Afternoon,classic_bike,1989,370.0
7 St & Monroe St,Church Sq Park - 5 St & Park Ave,member,2.2,winter,2022-12-10,Saturday,Morning,classic_bike,1989,796.0
Paulus Hook,Morris Canal,member,2.2,winter,2022-12-10,Saturday,Afternoon,classic_bike,1989,165.0
Columbus Dr at Exchange Pl,Church Sq Park - 5 St & Park Ave,member,2.2,winter,2022-12-10,Saturday,Afternoon,classic_bike,1989,645.0
Adams St & 2 St,Hoboken Terminal - Hudson St & Hudson Pl,casual,2.2,winter,2022-12-10,Saturday,Afternoon,electric_bike,1989,250.0
Hoboken Ave at Monmouth St,Hoboken Terminal - Hudson St & Hudson Pl,casual,2.2,winter,2022-12-10,Saturday,Morning,classic_bike,1989,380.0
Hoboken Ave at Monmouth St,Hoboken Terminal - Hudson St & Hudson Pl,member,2.2,winter,2022-12-10,Saturday,Night,classic_bike,1989,326.0
9 St HBLR - Jackson St & 8 St,Hoboken Terminal - Hudson St & Hudson Pl,member,2.2,winter,2022-12-10,Saturday,Night,classic_bike,1989,455.0
Willow Ave & 12 St,Hoboken Terminal - Hudson St & Hudson Pl,member,2.2,winter,2022-12-10,Saturday,Afternoon,electric_bike,1989,359.0
Essex Light Rail,Brunswick & 6th,casual,2.2,winter,2022-12-10,Saturday,Afternoon,classic_bike,1989,1075.0
Hoboken Terminal - Hudson St & Hudson Pl,Clinton St & Newark St,member,2.2,winter,2022-12-10,Saturday,Afternoon,classic_bike,1989,138.0
Newport PATH,Clinton St & Newark St,casual,2.2,winter,2022-12-10,Saturday,Afternoon,classic_bike,1989,384.0
Jersey & 3rd,Jersey & 6th St,member,2.2,winter,2022-12-10,Saturday,Evening,classic_bike,1989,76.0
Columbus Dr at Exchange Pl,Harborside,member,2.2,winter,2022-12-10,Saturday,Evening,classic_bike,1989,103.0
14 St Ferry - 14 St & Shipyard Ln,Harborside,member,2.2,winter,2022-12-10,Saturday,Morning,classic_bike,1989,1533.0
Columbus Dr at Exchange Pl,Harborside,member,2.2,winter,2022-12-10,Saturday,Night,classic_bike,1989,83.0
Grove St PATH,Harborside,member,2.2,winter,2022-12-10,Saturday,Afternoon,classic_bike,1989,190.0
Essex Light Rail,Harborside,member,2.2,winter,2022-12-10,Saturday,Morning,electric_bike,1989,187.0
Grove St PATH,Harborside,member,2.2,winter,2022-12-10,Saturday,Afternoon,classic_bike,1989,281.0
12 St & Sinatra Dr N,Columbus Park - Clinton St & 9 St,member,2.2,winter,2022-12-10,Saturday,Afternoon,classic_bike,1989,297.0
Church Sq Park - 5 St & Park Ave,Madison St & 10 St,casual,2.2,winter,2022-12-10,Saturday,Evening,electric_bike,1989,244.0
Glenwood Ave,Journal Square,casual,2.2,winter,2022-12-10,Saturday,Morning,classic_bike,1989,604.0
Oakland Ave,Journal Square,member,2.2,winter,2022-12-10,Saturday,Morning,classic_bike,1989,339.0
Lafayette Park,Baldwin at Montgomery,casual,2.2,winter,2022-12-10,Saturday,Afternoon,electric_bike,1989,429.0
McGinley Square,Bergen Ave & Sip Ave,member,2.2,winter,2022-12-10,Saturday,Morning,electric_bike,1989,134.0
Bergen Ave & Sip Ave,Bergen Ave & Sip Ave,member,2.2,winter,2022-12-10,Saturday,Afternoon,classic_bike,1989,4.0
Columbus Dr at Exchange Pl,Bergen Ave & Sip Ave,member,2.2,winter,2022-12-10,Saturday,Evening,classic_bike,1989,629.0
South Waterfront Walkway - Sinatra Dr & 1 St,Grand St & 14 St,member,2.2,winter,2022-12-10,Saturday,Morning,classic_bike,1989,725.0
Morris Canal,Washington St,member,2.2,winter,2022-12-10,Saturday,Afternoon,electric_bike,1989,537.0
Hoboken Terminal - River St & Hudson Pl,9 St HBLR - Jackson St & 8 St,member,2.2,winter,2022-12-10,Saturday,Afternoon,electric_bike,1989,363.0
Newport Pkwy,City Hall,member,2.2,winter,2022-12-10,Saturday,Morning,classic_bike,1989,573.0
York St & Marin Blvd,City Hall,member,2.2,winter,2022-12-10,Saturday,Night,classic_bike,1989,74.0
Baldwin at Montgomery,City Hall,member,2.2,winter,2022-12-10,Saturday,Morning,electric_bike,1989,430.0
Grove St PATH,Marin Light Rail,member,2.2,winter,2022-12-10,Saturday,Evening,classic_bike,1989,221.0
Morris Canal,Essex Light Rail,member,2.2,winter,2022-12-10,Saturday,Morning,classic_bike,1989,56.0
7 St & Monroe St,12 St & Sinatra Dr N,casual,2.2,winter,2022-12-10,Saturday,Morning,classic_bike,1989,574.0
South Waterfront Walkway - Sinatra Dr & 1 St,12 St & Sinatra Dr N,casual,2.2,winter,2022-12-10,Saturday,Afternoon,classic_bike,1989,400.0
Hoboken Ave at Monmouth St,12 St & Sinatra Dr N,casual,2.2,winter,2022-12-10,Saturday,Afternoon,classic_bike,1989,1310.0
Southwest Park - Jackson St & Observer Hwy,Hoboken Terminal - River St & Hudson Pl,casual,2.2,winter,2022-12-10,Saturday,Afternoon,electric_bike,1989,491.0
Clinton St & 7 St,Hoboken Terminal - River St & Hudson Pl,casual,2.2,winter,2022-12-10,Saturday,Evening,classic_bike,1989,412.0
